,Overall_review,date,name,nationality,rating,review_times,tag
318,Ceasars was nice. Recommended,"Reviewed: April 17, 2017",Omodele,Canada,8.8,2 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
319,"Construction noise in room, unfriendly and over-priced.","Reviewed: April 15, 2017",Robert,United Kingdom,5.0,30 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
320,Excellent location in the middle in Strip,"Reviewed: April 14, 2017",Anonymous,Israel,10,5 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
321,Loved that we just went downstairs to have dinner and a show.,"Reviewed: April 14, 2017",Beverly,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights"
322,"Clean, comfortable,  pleasant staff, spacious room and bath","Reviewed: April 14, 2017",Ana,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
323,Decent hotel with great staff,"Reviewed: April 13, 2017",Anonymous,United Kingdom,9.6,25 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
324,Very comfortable property,"Reviewed: April 13, 2017",Anonymous,United States of America,10,10 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
325,The room was decent for the money.,"Reviewed: April 13, 2017",Sunny,United States of America,9.6,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
326,Augustus Rooms are just as nice as Wynn.,"Reviewed: April 12, 2017",Christopher,United States of America,9.6,1 review,"• Leisure trip


• Group


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights"
327,Just fine!!!,"Reviewed: April 12, 2017",Amina,United States of America,6.7,5 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
328,Back to Belligio next trip.,"Reviewed: April 11, 2017",Barbara,United States of America,8.3,9 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
329,I would stay here again.,"Reviewed: April 11, 2017",Lisa,United States of America,7.5,2 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
330,"hotel debit your card without telling you, even when we...","Reviewed: April 10, 2017",Jonathan,France,2.5,2 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights"
331,Great location in central Las Vegas,"Reviewed: April 10, 2017",Hugh,Switzerland,5.8,11 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
332,The entire staff from valet to security were amazingly...,"Reviewed: April 7, 2017",Eufemia,United States of America,9.6,3 Reviews,"• Business trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
333,Rod Stewart concert was terrific.  The pools were nice.,"Reviewed: April 6, 2017",Phyllis,United States of America,6.3,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
334,Cigarettes Smell all over,"Reviewed: April 5, 2017",Efrat,United States of America,5.8,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
335,Magnificent hotel in Vegas!,"Reviewed: April 5, 2017",Shamzie,United Kingdom,10,1 review,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
336,Ceasers,"Reviewed: April 2, 2017",Anonymous,Australia,6.3,8 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
337,"location , food , room , pool , everything about the hotel...","Reviewed: April 1, 2017",Rantea,United States of America,8.8,15 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 1 night"
338,"260 dollars for small room with no coffee set, view of the...","Reviewed: March 30, 2017",Tomasz,Poland,6.7,10 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
339,Nice hotel but you have to pay for everything,"Reviewed: March 29, 2017",Zsuzsanna,Hungary,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
340,"Fantastic room, spoilt by penny pinching and money grabbing attitude.","Reviewed: March 28, 2017",Eoin,Ireland,7.9,1 review,"• Leisure trip


• Couple


• Augustus Premium Room, 1 King, Smoking


• Stayed 3 nights


• Submitted from a mobile device"
341,The perfect stag party,"Reviewed: March 28, 2017",Mark,United Kingdom,9.2,8 Reviews,"• Leisure trip


• Group


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
342,The bed was very comfortable.,"Reviewed: March 27, 2017",Tamara,United States of America,7.1,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
343,"Location on the strip, cleanliness, and shops within the...","Reviewed: March 27, 2017",Anonymous,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
344,Shower was awesome.,"Reviewed: March 27, 2017",Anonymous,United States of America,8.3,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
345,"Beautiful, but noisy!","Reviewed: March 25, 2017",Lisa,United States of America,8.3,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
346,Never more,"Reviewed: March 25, 2017",Juraj,Slovakia,4.2,8 Reviews,"• Business trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 7 nights"
347,Location and it's facilities.,"Reviewed: March 23, 2017",Belinda,Australia,7.5,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
348,Excellent Location & fantastic facilities.,"Reviewed: March 19, 2017",Adam,United Kingdom,9.6,7 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 1 night"
349,Wouldn't stay here again,"Reviewed: March 17, 2017",Donna,Spain,5.8,3 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, 1 King, Smoking


• Stayed 7 nights


• Submitted from a mobile device"
350,"Casino updates were good (Sport Book),  Spa facilities were...","Reviewed: March 10, 2017",Anonymous,United States of America,7.9,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
351,Location.,"Reviewed: March 8, 2017",Ronan,Ireland,6.3,1 review,"• Leisure trip


• Group


• 2 rooms


• Stayed 2 nights"
352,Thank you but no thank you for next time.,"Reviewed: March 1, 2017",Franco,United States of America,5.8,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
353,"Great legacy hotel of vegas, 4000 rooms and 27 restaurants...","Reviewed: March 1, 2017",G,Norway,9.2,27 Reviews,"• Family with older children


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
354,Beyond disappointing,"Reviewed: February 28, 2017",Louise,Australia,7.1,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
355,Bed was very comfortable   Room was quiet even though we...,"Reviewed: February 24, 2017",Bridget,United States of America,8.3,11 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
356,Classic Las Vegas Casino and Hotel,"Reviewed: February 21, 2017",Ellen,United States of America,9.6,10 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
357,terrible,"Reviewed: February 20, 2017",Anita,United Arab Emirates,5.0,4 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
358,The price.,"Reviewed: February 20, 2017",Anonymous,Canada,6.3,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
359,Fun birthday for my husband.,"Reviewed: February 19, 2017",Henry,United States of America,8.8,1 review,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
360,Pretty great but also a liiittle annoying...,"Reviewed: February 17, 2017",Steele,Australia,9.6,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night"
361,bad smell,"Reviewed: February 16, 2017",Yolanda,United States of America,2.5,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
362,Unfortunately -No longer a 4 star,"Reviewed: February 14, 2017",Kari,United States of America,5.8,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
363,Royal stay at a reasonable price,"Reviewed: February 13, 2017",Anonymous,United Arab Emirates,8.8,11 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
364,What luxurious but very expensive experience,"Reviewed: February 13, 2017",Aimee,United Kingdom,8.8,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
365,It was really a bad experience for the standing of this...,"Reviewed: February 10, 2017",Léa,Belgium,5.0,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
366,Loved the location and staff were friendly and helpful.,"Reviewed: February 7, 2017",Anonymous,United States of America,8.3,4 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
367,Working trip to Vegas,"Reviewed: February 7, 2017",Jody,United States of America,6.7,10 Reviews,"• Business trip


• Solo traveler


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
368,"Nice room, service, horrific Buffet","Reviewed: February 6, 2017",Michael,United States of America,8.3,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
369,It would have been nice to be informed that checkout is...,"Reviewed: February 6, 2017",Anonymous,United States of America,8.3,1 review,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
370,Impersonal and dated.,"Reviewed: January 30, 2017",Anonymous,United Kingdom,6.7,23 Reviews,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
371,Too expensive. A place to avoid!,"Reviewed: January 28, 2017",Tax,Israel,5.0,16 Reviews,"• Business trip


• Couple


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
372,Caesar's Palace to see Celine Dion.,"Reviewed: January 23, 2017",Judy,United States of America,8.8,1 review,"• Leisure trip


• Couple


• Palace Premium Room, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
373,Amazing hotel,"Reviewed: January 20, 2017",Marisol,United States of America,10,8 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
374,Expensive and overrated,"Reviewed: January 19, 2017",Martin,United Kingdom,5.8,32 Reviews,"• Leisure trip


• Couple


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
375,All of the staff were super helpful when I tried checking in...,"Reviewed: January 18, 2017",Patrick Leonard,United States of America,10,1 review,"• Leisure trip


• Couple


• Augustus Premium Room, 1 King, Smoking


• Stayed 1 night"
376,Overated,"Reviewed: January 18, 2017",Tracy,Australia,7.9,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
377,Inclusion of breakfast in the booking is very misleading albeit with fine print of clarification,"Reviewed: January 18, 2017",Fan,Singapore,8.3,11 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
378,Vegas,"Reviewed: January 17, 2017",Jessica,Australia,8.8,14 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
379,Average at best,"Reviewed: January 17, 2017",Lucinda,Australia,6.7,11 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
380,Awesome Vegas time!,"Reviewed: January 15, 2017",Cindy,United States of America,9.2,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights"
381,Don't bother get yourself another place to stay and spend your money,"Reviewed: January 15, 2017",Vlad,Canada,4.2,4 Reviews,"• Business trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights"
382,Nice hotel nice location,"Reviewed: January 14, 2017",Maria,United States of America,6.7,1 review,"• Business trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
383,The hotel was nice for a casino.,"Reviewed: January 11, 2017",Marcy,United States of America,5.8,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
384,"Nice location, with below ordinary facilities, and unfriendly service.","Reviewed: January 10, 2017",Anil,Germany,5.0,9 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
385,not as expected,"Reviewed: January 9, 2017",Chadi,Lebanon,6.7,39 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 3 nights"
386,Great accomodation  very difficult booking,"Reviewed: January 7, 2017",Steven,Australia,9.6,5 Reviews,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 3 nights


• Submitted from a mobile device"
387,Ceasers Palace  a once only experience never again,"Reviewed: January 6, 2017",Charles,United Kingdom,5.0,10 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights"
388,"Terrific, iconic hotel spoiled by wifi policy","Reviewed: January 5, 2017",Bill,Australia,8.3,18 Reviews,"• Leisure trip


• Family with young children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
389,Was just good.,"Reviewed: January 3, 2017",Mauricio,Ecuador,7.5,11 Reviews,"• Leisure trip


• Family with young children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 5 nights"
390,A vacation for masochists,"Reviewed: January 3, 2017",Rodney,Switzerland,6.3,11 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
391,Everything fess perfect,"Reviewed: January 1, 2017",Hunter02,Australia,8.8,3 Reviews,"• Leisure trip


• Family with older children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
392,I will not return to this hotel !,"Reviewed: December 31, 2016",Jewell,United States of America,5.0,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
393,Great Stay at Ceasars,"Reviewed: December 30, 2016",William,United States of America,10,7 Reviews,"• Leisure trip


• Solo traveler


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 5 nights"
394,Caesars Palace experience,"Reviewed: December 29, 2016",Russell,United Arab Emirates,5.0,16 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights"
395,Didn't get a room I ordered and paid for,"Reviewed: December 28, 2016",Yueying,United States of America,9.6,2 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
396,Unfortunate customer service!,"Reviewed: December 27, 2016",Jordana,United States of America,5.4,5 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
397,Room was big and well laid out.,"Reviewed: December 27, 2016",Joseph,United States of America,7.5,30 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights"
398,"Good place, not really kind staff.","Reviewed: December 26, 2016",Anonymous,United States of America,8.3,6 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
399,Every little thing cost money here,"Reviewed: December 25, 2016",Maryam,United States of America,7.1,2 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
400,Satisfactory and the refusal to honour the breakfast agreement left a sour taste.,"Reviewed: December 24, 2016",Simon,United Kingdom,7.1,7 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
401,We will try the Venetian next time.,"Reviewed: December 19, 2016",Hal,United States of America,7.1,1 review,"• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights"
402,They said that will take a deposit from credit card and it...,"Reviewed: December 18, 2016",Olena,Qatar,7.5,4 Reviews,"• Leisure trip


• Group


• Augustus Premium Room, 1 King, Smoking


• Stayed 3 nights


• Submitted from a mobile device"
403,Caesars Palace -definitely the wow factor!,"Reviewed: December 17, 2016",Peggy,United States of America,9.6,10 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
404,Simply Spectacular,"Reviewed: December 16, 2016",Megan,United States of America,9.2,7 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
405,i think i payed more just for the name ( Cesar palace ) not for the value,"Reviewed: December 16, 2016",Tamer,United States of America,7.1,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
406,The room was ridiculously good.,"Reviewed: December 15, 2016",Peter,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
407,Fun stay and best food,"Reviewed: December 15, 2016",Ay,United States of America,7.9,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
408,Third visit,"Reviewed: November 22, 2016",Anonymous,United Kingdom,9.2,12 Reviews,"• Leisure trip


• Couple


• Laurel 1 King Bed Strip View Smoking


• Stayed 6 nights


• Submitted from a mobile device"
409,Glad I chose to stay there,"Reviewed: November 21, 2016",Jon,United States of America,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
410,Good but expensive,"Reviewed: November 21, 2016",Liz,United Kingdom,8.3,15 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
411,Shame about the staff.,"Reviewed: November 20, 2016",Matt,United Kingdom,5.4,1 review,"• Business trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
412,"Great exterior, restaurants, casino, swimming pool","Reviewed: November 15, 2016",Vasily,Russia,7.5,46 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
413,Awful experience,"Reviewed: November 14, 2016",Richard,United States of America,4.6,5 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
414,Large suite made our honeymoon small.,"Reviewed: November 13, 2016",MasterPeace007,United States of America,7.1,12 Reviews,"• Couple


• Julius Executive Suite, 1 King


• Stayed 1 night"
415,Be aware of hidden fees at Ceasers Palace,"Reviewed: November 12, 2016",Rusi,United States of America,7.1,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
416,I'll be back for sure,"Reviewed: November 11, 2016",Louie,Australia,10,2 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
417,Wouldn't recommend or return,"Reviewed: November 9, 2016",Denise,New Zealand,6.3,8 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
418,The House always wins........,"Reviewed: November 9, 2016",Tony,United Kingdom,9.6,24 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
419,Check in queues,"Reviewed: November 6, 2016",Roy,United Kingdom,8.3,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 6 nights"
420,Nice rooms too far to walk from main lobby someone pooped in...,"Reviewed: November 4, 2016",Loreen,United States of America,5.0,1 review,"• Leisure trip


• Couple


• Augustus Premium Room, 1 King, Smoking


• Stayed 4 nights


• Submitted from a mobile device"
421,Lovely but expensive,"Reviewed: November 4, 2016",Margaret,United Kingdom,7.1,3 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
422,Mind Blowing!,"Reviewed: November 4, 2016",Nigel,United Kingdom,9.6,1 review,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
423,"Overrated, expensive and stunk of cigarettes","Reviewed: November 2, 2016",Suzanne,Australia,5.4,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
424,A tick off my bucket list but would not return,"Reviewed: November 1, 2016",Sharon,United Kingdom,6.7,17 Reviews,"• Leisure trip


• Group


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 4 nights"
425,Way over priced and would not allow discount from AARP,"Reviewed: October 31, 2016",Dennis,United States of America,5.8,2 Reviews,"• Business trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 4 nights"
426,"Spectacular hotel, love it!","Reviewed: October 31, 2016",SkipRok,Slovenia,10,19 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
427,All Hail Caesar!,"Reviewed: October 26, 2016",Natalie,Fiji,9.6,4 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 4 nights"
428,Las Vegas is Caesar's Palace!,"Reviewed: October 25, 2016",Arsenio,Philippines,7.5,11 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
429,My first and the last stay at the Caesars,"Reviewed: October 24, 2016",Yulia,Russia,5.8,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 1 night"
430,Not worth the money.,"Reviewed: October 24, 2016",Kristy,Australia,4.6,10 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
431,Friendly staff,"Reviewed: October 22, 2016",Jerrilyn,United States of America,10,1 review,"• Leisure trip


• Group


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
432,Overcharging for everything,"Reviewed: October 22, 2016",Maciej,Poland,6.7,9 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
433,Appalling,"Reviewed: October 22, 2016",Mimms,United Kingdom,5.8,1 review,"• Leisure trip


• Family with young children


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 4 nights"
434,Fantastic hotel and facilities best in Vegas!,"Reviewed: October 20, 2016",Steven,United Kingdom,9.6,2 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights"
435,"Try the Bellagio or the Venetian. Stay away from this aging ""Palace""","Reviewed: October 19, 2016",Sal,United States of America,3.3,1 review,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 6 nights"
436,A very nice stay and a great location,"Reviewed: October 19, 2016",Thomas,United States of America,9.2,2 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights"
437,"Short, sweet and freezing!","Reviewed: October 19, 2016",Anonymous,United States of America,7.1,13 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
438,The Good and the Bad...,"Reviewed: October 17, 2016",Julian,United Kingdom,7.5,10 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
439,"Have all discounts in writing, trust neither booking.com or the hotel otherwise.","Reviewed: October 17, 2016",Meghann,United States of America,6.7,1 review,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
440,Caesars Palace is stunning!,"Reviewed: October 16, 2016",Carl,Ireland,9.2,2 Reviews,"• Family with young children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
441,YOLO!!,"Reviewed: October 15, 2016",Rosa,United States of America,10,5 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
442,I think there are better value places to stay. Do your research so you don't get hidden costs.,"Reviewed: October 11, 2016",Leslie,United Kingdom,7.9,59 Reviews,"• Business trip


• Solo traveler


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights"
443,Nice hotel but be aware you will pay for everything !,"Reviewed: October 10, 2016",Anonymous,United States of America,7.1,1 review,"• Business trip


• Solo traveler


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
444,Ok hotel location was great and at the heart of everything but the staff and room view let it down!,"Reviewed: October 8, 2016",Fiza,United Kingdom,7.9,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
445,Ceasars....What a place to stay...,"Reviewed: October 7, 2016",Jeremy,United Kingdom,10,8 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 4 nights"
